"caseid","weight","wave","state","district","n7ay23","n7by23","n7cy23","n7dy23","n7ey23","n7fy23","n7gy23","n7hy23","n7iy23","n7ky23","n7ly23","urban","gender","age","caste","n7ay23_recode","n7by23_recode","n7cy23_recode","n7dy23_recode","n7ey23_recode","n7fy23_recode","n7gy23_recode","n7hy23_recode","n7iy23_recode","n7ky23_recode","n7ly23_recode","state_district_survey"
13786,0.39025409514,2024,"Maharashtra","Solapur","Very worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Very worried","Rural","Female","30-44","Other Castes",1,1,1,1,0,0,0,0,0,0,1,"Maharashtra, Solapur"
13787,0.8505537971,2024,"Delhi","West","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Urban","Male","30-44","Other Castes",1,1,1,1,0,1,1,1,1,0,1,"Delhi, West"
13788,0.52033879352,2024,"Gujarat","Panchmahal","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Urban","Male","45+","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,1,0,"Gujarat, Panchmahal"
13790,0.98063849548,2024,"Kerala","Palakkad","Not at all worried","Not at all worried","Not very worried","Not very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Not very worried","Rural","Male","30-44","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Kerala, Palakkad"
13791,1.83119229258,2024,"Delhi","North West Delhi","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Male","45+","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Delhi, North West Delhi"
13792,0.99064501074,2024,"Gujarat","Banaskantha","Not at all worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Very worried","Not at all worried","Rural","Male","18-29","Other Castes",0,0,1,0,0,0,0,1,0,1,0,"Gujarat, Banaskantha"
13793,4.48291883648,2024,"Maharashtra","Sangli","Not at all worried","Moderately worried","Moderately worried","Very worried","Very worried","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Very worried","Rural","Female","18-29","Other Castes",0,0,0,1,1,0,0,0,0,1,1,"Maharashtra, Sangli"
13794,0.78050819028,2024,"Kerala","Kottayam","Not at all worried","Moderately worried","Moderately worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Very worried","Rural","Male","45+","Other Castes",0,0,0,1,1,0,0,0,0,1,1,"Kerala, Kottayam"
13796,1.22079486172,2024,"Gujarat","Kutch","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Rural","Male","45+","Other Castes",0,0,0,1,0,0,0,0,0,0,0,"Gujarat, Kutch"
13797,0.68044303768,2024,"Gujarat","Devbhoomi Dwarka","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Don't know","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Rural","Male","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Gujarat, Devbhoomi Dwarka"
13798,0.66043000716,2024,"Tamil Nadu","Tirunelveli","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Female","30-44","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Tamil Nadu, Tirunelveli"
13802,0.82053425132,2024,"Orissa","Jajpur","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Not at all worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",1,1,1,1,1,1,1,0,0,1,1,"Orissa, Jajpur"
13803,0.81052773606,2024,"Bihar","Siwan","Very worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Very worried","Moderately worried","Very worried","Not at all worried","Rural","Male","18-29","Other Castes",1,1,1,1,1,0,0,1,0,1,0,"Bihar, Siwan"
13804,0.74048212924,2024,"Maharashtra","Pune","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,1,1,1,1,1,1,1,1,1,0,"Maharashtra, Pune"
13805,0.33021500358,2024,"Gujarat","Amreli","Very worried","Very worried","Very worried","Very worried","Not very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Male","45+","Scheduled Castes/Tribes",1,1,1,1,0,1,1,1,1,1,1,"Gujarat, Amreli"
13806,0.74048212924,2024,"Gujarat","Rajkot","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Rural","Male","30-44","Other Castes",1,1,1,1,1,0,1,1,0,0,1,"Gujarat, Rajkot"
13808,0.57037136982,2024,"Kerala","Thrissur","Not very worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Urban","Female","18-29","Other Castes",0,0,0,0,0,0,0,0,0,1,0,"Kerala, Thrissur"
13809,0.63041046138,2024,"Haryana","Faridabad","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","18-29","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Haryana, Faridabad"
13810,0.51033227826,2024,"Gujarat","Banaskantha","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Rural","Male","18-29","Other Castes",1,1,1,1,0,1,1,1,1,0,1,"Gujarat, Banaskantha"
13811,1.09071016334,2024,"Maharashtra","Bhandara","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Rural","Female","18-29","Other Castes",0,1,1,1,0,1,0,1,1,0,1,"Maharashtra, Bhandara"
13812,1.2508144075,2024,"Maharashtra","Solapur","Not at all worried","Not at all worried","Not at all worried","Not very worried","Not at all worried","Not at all worried","Not at all worried","Refused","Not at all worried","Moderately worried","Moderately worried","Urban","Female","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Maharashtra, Solapur"
13813,0.99064501074,2024,"Gujarat","Sabarkantha","Not at all worried","Not very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Rural","Male","18-29","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Gujarat, Sabarkantha"
13814,0.68044303768,2024,"Gujarat","Surendranagar","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Gujarat, Surendranagar"
13815,0.68044303768,2024,"Gujarat","Devbhoomi Dwarka","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",0,1,0,1,1,0,0,1,0,1,1,"Gujarat, Devbhoomi Dwarka"
13816,0.52033879352,2024,"Gujarat","Anand","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Urban","Male","45+","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Gujarat, Anand"
13817,0.64041697664,2024,"Bihar","Nalanda","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",0,1,1,1,0,1,1,1,1,1,1,"Bihar, Nalanda"
13818,0.7004560682,2024,"Tamil Nadu","Madurai","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not very worried","Not at all worried","Not at all worried","Not at all worried","Urban","Male","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Tamil Nadu, Madurai"
13819,0.87056682762,2024,"Maharashtra","Ahmednagar","Not at all worried","Very worried","Very worried","Very worried","Moderately worried","Refused","Very worried","Very worried","Refused","Very worried","Very worried","Rural","Female","45+","Other Castes",0,1,1,1,0,0,1,1,0,1,1,"Maharashtra, Ahmednagar"
13820,1.28083395328,2024,"Gujarat","Sabarkantha","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Not at all worried","Not at all worried","Very worried","Rural","Male","45+","Other Castes",1,1,1,1,1,0,1,1,0,0,1,"Gujarat, Sabarkantha"
13821,0.94061243444,2024,"Gujarat","Panchmahal","Not at all worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Urban","Male","30-44","Other Castes",0,1,0,0,0,1,1,1,1,0,1,"Gujarat, Panchmahal"
13822,0.84054728184,2024,"Gujarat","Surat","Not at all worried","Very worried","Moderately worried","Very worried","Very worried","Not at all worried","Very worried","Very worried","Moderately worried","Not at all worried","Very worried","Urban","Male","45+","Other Castes",0,1,0,1,1,0,1,1,0,0,1,"Gujarat, Surat"
13823,1.28083395328,2024,"Gujarat","Patan","Very worried","Not very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","45+","Other Castes",1,0,0,1,1,1,1,1,1,1,1,"Gujarat, Patan"
13825,1.02066455652,2024,"Madhya Pradesh","Badwani","Moderately worried","Not at all worried","Moderately worried","Not at all worried","Moderately worried","Not very worried","Very worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Rural","Male","18-29","Scheduled Castes/Tribes",0,0,0,0,0,0,1,0,0,0,0,"Madhya Pradesh, Badwani"
13826,0.54035182404,2024,"Gujarat","Sabarkantha","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Rural","Male","18-29","Scheduled Castes/Tribes",1,1,1,1,1,1,1,1,1,0,1,"Gujarat, Sabarkantha"
13827,1.56101638056,2024,"Maharashtra","Solapur","Very worried","Very worried","Very worried","Refused","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","45+","Other Castes",1,1,1,0,1,1,1,1,1,1,1,"Maharashtra, Solapur"
13828,0.58037788508,2024,"Delhi","North Delhi","Very worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Don't know","Don't know","Moderately worried","Moderately worried","Urban","Male","45+","Other Castes",1,0,0,0,0,1,0,0,0,0,0,"Delhi, North Delhi"
13829,5.31345960306,2024,"Bihar","Katihar","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Not at all worried","Very worried","Very worried","Moderately worried","Moderately worried","Rural","Male","18-29","Other Castes",1,1,0,1,0,1,0,1,1,0,0,"Bihar, Katihar"
13831,0.79051470554,2024,"Delhi","North East Delhi","Moderately worried","Very worried","Very worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Very worried","Very worried","Not at all worried","Very worried","Urban","Male","45+","Other Castes",0,1,1,0,1,0,0,1,1,0,1,"Delhi, North East Delhi"
13832,0.54035182404,2024,"Gujarat","Bharuch","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Rural","Male","30-44","Other Castes",1,1,1,0,0,0,1,1,0,0,1,"Gujarat, Bharuch"
13833,0.86056031236,2024,"Tamil Nadu","Tiruchirappalli","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,1,1,1,1,1,1,1,1,1,1,"Tamil Nadu, Tiruchirappalli"
13834,0.98063849548,2024,"Kerala","Kasaragod","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Rural","Male","30-44","Other Castes",0,1,1,1,1,1,0,1,1,0,0,"Kerala, Kasaragod"
13835,0.84054728184,2024,"Delhi","East Delhi","Not at all worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Urban","Male","30-44","Other Castes",0,0,1,0,0,0,1,1,0,1,1,"Delhi, East Delhi"
13837,1.0506841023,2024,"West Bengal","Purbo Medinipur","Not very worried","Very worried","Moderately worried","Very worried","Not very worried","Moderately worried","Not very worried","Not very worried","Not very worried","Not very worried","Very worried","Rural","Male","18-29","Scheduled Castes/Tribes",0,1,0,1,0,0,0,0,0,0,1,"West Bengal, Purbo Medinipur"
13838,0.86056031236,2024,"Gujarat","Rajkot","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Rural","Male","18-29","Other Castes",1,1,1,1,1,1,1,1,1,0,1,"Gujarat, Rajkot"
13839,1.2007818312,2024,"Maharashtra","Hingoli","Moderately worried","Refused","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Urban","Female","45+","Other Castes",0,0,1,1,0,1,0,1,1,1,1,"Maharashtra, Hingoli"
